roster,name,year,csrankings_name,csrankings_name_alignment_date,status,reason,candidate_names,selected_affiliation,selected_homepage,acm_citation,scholar_name,scholar_affiliation,scholar_interests,dblp_name,dblp_information,evidence_urls
acm_fellows.csv,"Olson, Judith S",2008,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to human-computer interaction and computer-supported cooperative work.,Judith Olson,"Professor of Informatics, University of California Irvine","[""Human Computer Interaction"", ""Computer Supported Cooperative Work""]",Judith S. Olson,"affiliation: University of California, Irvine, CA, USA award: ACM Athena Lecturer 2011",https://awards.acm.org/award-recipients/olson_2607695
acm_fellows.csv,"Paulson, Lawrence Charles",2008,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to theorem provers and verification techniques.,,,,Lawrence C. Paulson,"affiliation: University of Cambridge, UK",https://awards.acm.org/award-recipients/paulson_4585196
acm_fellows.csv,"Pirahesh, Hamid",2008,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to query processing and query languages.,hamid pirahesh,IBM,"[""Information Management"", ""cloud computing"", ""cognitive computing""]",Hamid Pirahesh,"affiliation: IBM Almaden Research Center, San Jose, USA",https://awards.acm.org/award-recipients/pirahesh_1636471
acm_fellows.csv,"Randell, Brian",2008,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to dependable computing and computer history.,Brian Randell,"Emeritus Professor of Computing Science, Newcastle University","[""Dependability"", ""History of Digital Computers""]",Brian Randell,award (2002): IEEE Emanuel R. Piore Award,https://awards.acm.org/award-recipients/randell_1049162
acm_fellows.csv,"Rose, Jonathan",2008,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to the architecture and computer-aided design of field-programmable gate arrays (FPGAs).,Jonathan Rose,"Professor of Electrical and Computer Engineering, University of Toronto","[""Recent: Natural Language Processing and Software in the service of Mental Health"", ""Previous:FPGAs"", ""Architecture"", ""CAD""]",Jonathan Rose,"affiliation: University of Toronto, Canada",https://awards.acm.org/award-recipients/rose_2230928
acm_fellows.csv,"Squillante, Mark S",2008,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to the theory and practice of stochastic modeling.,Mark S. Squillante,"Mathematical Sciences Department, IBM Research","[""Probability theory"", ""Stochastic optimization"", ""Stochastic optimal control"", ""Mathematical analysis"", ""Dynamical systems""]",Mark S. Squillante,,https://awards.acm.org/award-recipients/squillante_2571602
acm_fellows.csv,"Stenstrom, Per O",2008,Per Stenström,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Per Stenström,Chalmers/GU,https://www.chalmers.se/en/staff/Pages/per-stenstrom.aspx,For contributions to the design of high-performance memory systems.,Per Stenström,Chalmers University of Technology,"[""Computer architecture""]",Per Stenström,"affiliation: Chalmers University of Technology, Goteborg, Sweden",https://awards.acm.org/award-recipients/stenstrom_7463656 | https://scholar.google.com/citations?user=wsMoM6cAAAAJ
acm_fellows.csv,"Szeliski, Richard",2008,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to computational photography.,Richard Szeliski,"Google DeepMind + CSE, The University of Washington","[""Computer Vision"", ""Computer Graphics""]",Richard Szeliski,affiliation: Facebook affiliation (former): Microsoft,https://awards.acm.org/award-recipients/szeliski_2475143
acm_fellows.csv,"Terry, Douglas B",2008,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to distributed computing.,Douglas Terry,Former Distinguished Scientist at Amazon Web Services,"[""distributed systems"", ""databases"", ""mobile computing"", ""IoT"", ""cloud""]",Douglas B. Terry,affiliation: Microsoft Research,https://awards.acm.org/award-recipients/terry_1854348
acm_fellows.csv,"Banerjee, Utpal",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to the mathematical foundations of optimizing parallelizing compilers.,,,,Utpal Banerjee,,https://awards.acm.org/award-recipients/banerjee_1882547
acm_fellows.csv,"Beeri, Catriel",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to database theory.,,,,Catriel Beeri,"affiliation: Hebrew University of Jerusalem, Israel",https://awards.acm.org/award-recipients/beeri_1289180
acm_fellows.csv,"Brewer, Eric A.",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For the design of scalable, reliable internet services.",Eric Brewer,Google and UC Berkeley,"[""Internet and distributed systems"", ""developing regions""]",Eric A. Brewer,"affiliation: University of California, Berkeley, USA award: ACM Prize in Computing, 2009",https://awards.acm.org/award-recipients/brewer_UI34063
acm_fellows.csv,"Broder, Andrei Z",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to algorithms and web technology.,Andrei Broder,"Distinguished Scientist, Google","[""Web ecosystems"", ""Computational advertising"", ""Web search"", ""User understanding"", ""Randomized algorithms""]",Andrei Z. Broder,"award (2020): Paris Kanellakis Award award (2012): Paris Kanellakis Award affiliation: Google, Mountain View, CA, USA",https://awards.acm.org/award-recipients/broder_N005132
acm_fellows.csv,"Cohen, Michael F.",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to computer graphics and computer vision.,Michael F Cohen,Facebook,"[""Computer Graphics"", ""Computer Vision"", ""Image Based Rendering""]",Michael F. Cohen,"affiliation: Meta affiliation: University of Washington, USA",https://awards.acm.org/award-recipients/cohen_3186095
acm_fellows.csv,"Constantine, Larry",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to software design.,Larry Constantine,"Professor (ret.), University of Madeira","[""social psychology"", ""systems theory"", ""software engineering"", ""interaction design""]",Larry L. Constantine,,https://awards.acm.org/award-recipients/constantine_3358900
acm_fellows.csv,"Downey, Rodney",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to computability and complexity theory.,rod downey,"Victoria University, Wellington","[""Logic"", ""Computability"", ""Complexity"", ""Algebra""]",Rodney G. Downey,"affiliation: Victoria University of Wellington, New Zealand",https://awards.acm.org/award-recipients/downey_4371977
acm_fellows.csv,"Feigenbaum, Edward A",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to artificial intelligence.,,,,Edward A. Feigenbaum,"affiliation: Stanford University, USA award (1994): Turing Award award (2013): Computer Pioneer Award",https://awards.acm.org/award-recipients/feigenbaum_4167235
acm_fellows.csv,"Felten, Edward",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to security and the public policy of information technology.,Edward W. Felten,"Robert E. Kahn Professor of Computer Science and Public Affairs, Princeton University","[""Computer Security"", ""Privacy"", ""Tech policy""]",Edward W. Felten,"affiliation: Princeton University, USA",https://awards.acm.org/award-recipients/felten_5140041
acm_fellows.csv,"Gao, Guang",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to multiprocessor computers and compiler optimization techniques.,,,,,,https://awards.acm.org/award-recipients/gao_1954601
acm_fellows.csv,"Gottlob, Georg",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to the theory of artificial intelligence and database systems.,Georg Gottlob,"Professor of Informatics, University of Calabria","[""Algorithms in Artificial Intelligence and Information Systems"", ""Databases"", ""Database Theory""]",Georg Gottlob,"affiliation: University of Oxford, Department of Computer Science affiliation: TU Vienna, Faculty of Informatics",https://awards.acm.org/award-recipients/gottlob_2684009
acm_fellows.csv,"Hull, Richard",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to data semantics and web services.,Richard Hull,"Principal Scientist, IC-FOODS","[""computer science"", ""databases"", ""web services"", ""business process management"", ""business artifacts""]",Richard Hull 0001,"affiliation (former): IBM T. J. Watson Research Center, Yorktown Heights, NY, USA affiliation (former): Bell Labs/Lucent Technologies, Inc., Murray Hill, NJ, USA affiliation (former): INRIA, France affiliation (former): University of Colorado, Boulder, CO, USA affiliation (former): University of Southern California, Los Angeles, CA, USA",https://awards.acm.org/award-recipients/hull_1920347
acm_fellows.csv,"Huttenlocher, Daniel",2007,Daniel P. Huttenlocher,2026-09-18,scholar_id_and_identity_context,"Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity. Among multiple source spellings, use the reviewed DBLP or Scholar spelling (preserving any source campus tag); Ellen Zegura uses the initial form shared by an identical source profile.",Dan Huttenlocher | Daniel P. Huttenlocher,Massachusetts Inst. of Technology,https://web.mit.edu/hutt/www,For contributions to computer vision.,Daniel Huttenlocher,Massachusetts Institute of Technology,"[""Computer Vision"", ""AI"", ""Social Networks""]",Daniel P. Huttenlocher,"affiliation: Massachusetts Institute of Technology, MA, USA affiliation (former): Cornell University, Ithaca, USA",https://awards.acm.org/award-recipients/huttenlocher_3791746 | https://scholar.google.com/citations?user=q16KVs0AAAAJ
acm_fellows.csv,"Klensin, John C",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to networking standards and internet applications.,,,,John C. Klensin,award (2012): Internet Hall of Fame,https://awards.acm.org/award-recipients/klensin_1101344
acm_fellows.csv,"Levoy, Marc",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to computer graphics.,Marc Levoy,"Professor of Computer Science, Emeritus, Stanford University","[""Computer graphics"", ""computational photography""]",Marc Levoy,"affiliation: Google Research, CA, USA affiliation: Stanford University, Computer Graphics Lab, CA, USA",https://awards.acm.org/award-recipients/levoy_2513653
acm_fellows.csv,"Moss, Eliot",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions in transactions and memory management.,J. Eliot B. Moss,"Professor Emeritus of Information and Computer Sciences, University of Massachusetts Amherst","[""Programming languages"", ""transactions"", ""machine learning"", ""verification""]",J. Eliot B. Moss,"affiliation: University of Massachusetts Amherst, USA award (2012): Dijkstra Prize",https://awards.acm.org/award-recipients/moss_1491653
acm_fellows.csv,"Motwani, Rajeev",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to algorithms and complexity theory.,,,,Rajeev Motwani 0001,"affiliation: Stanford University, Computer Science Department award (2001): Gödel Prize",https://awards.acm.org/award-recipients/motwani_4305223
acm_fellows.csv,"Olson, Gary M",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to computer-supported collaborative work.,Gary M. Olson,"Dept. of Informatics, University of California, Irvine","[""Human Computer Interaction"", ""Computer Supported Cooperative Work""]",Gary M. Olson,"affiliation: University of Michigan, Ann Arbor, USA",https://awards.acm.org/award-recipients/olson_2607703
acm_fellows.csv,"Padua, David",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to compiler support for parallel computing.,David Padua,"Professor Emeritus, University of Illinois at Urbana-Champaign","[""Compilers"", ""Parallel Computing""]",David A. Padua,"affiliation: University of Illinois Urbana-Champaign, IL, USA",https://awards.acm.org/award-recipients/padua_4317590
acm_fellows.csv,"Pausch, Randy",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to the use of programming environments in education and entertainment.,,,,Randy F. Pausch,award: Presidential Young Investigator Award,https://awards.acm.org/award-recipients/pausch_3279411
acm_fellows.csv,"Pnueli, Amir",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to program and system verification.,,,,Amir Pnueli,award (1996): Turing Award award (2007): ACM Software System Award,https://awards.acm.org/award-recipients/pnueli_4725172
acm_fellows.csv,"Requicha, Aristides",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to solid modeling and nanorobotics.,,,,Aristides A. G. Requicha,"affiliation: University of Southern California, Los Angeles, USA",https://awards.acm.org/award-recipients/requicha_1452523
acm_fellows.csv,"Roberts, Eric S",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to computer science education.,,,,Eric Roberts 0001,"affiliation: Willamette University, Salem, OR, USA affiliation (former): Stanford University, CA, USA",https://awards.acm.org/award-recipients/roberts_2086759
acm_fellows.csv,"Thomas, Donald E",2007,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to computer-aided design of integrated circuits and systems.,,,,Donald E. Thomas,"affiliation: Carnegie Mellon University, Pittsburgh, USA",https://awards.acm.org/award-recipients/thomas_1644756
acm_fellows.csv,"Wand, Mitchell",2007,,,unresolved_candidates,No candidate with sufficient corroborating identity evidence in this pass.,Michael Wand 0001,,,For contributions to type theory and program analysis.,Mitchell Wand,"Professor of Computer Science, Northeastern University","[""programming languages"", ""semantics"", ""types""]",Mitchell Wand,"affiliation: Northeastern University, Boston, USA",https://awards.acm.org/award-recipients/wand_1239896
acm_fellows.csv,"Zhang, HongJiang",2007,,,rejected_identity_conflict,"The shared Scholar ID belongs to the stored HongJiang Zhang profile, but CSRankings attaches it to Hong Jiang 0001 at UT Arlington. The surname, institution and multimedia-versus-storage research contexts conflict. Reject the ID-only candidate.",Hong Jiang 0001 | Dongxiang Zhang | Honggang Zhang 0002 | Hongyang R. Zhang | Hongyang Zhang 0001,,,For contributions to content-based analysis and retrieval of multimedia.,HongJiang Zhang,Sourcecode Capital,"[""Multimedia Computing"", ""Pattern Recognition"", ""Computer Vision"", ""Image Processing"", ""Video Processing ..""]",HongJiang Zhang,affiliation: Microsoft Research,https://awards.acm.org/award-recipients/zhang_NC44438 | https://scholar.google.com/citations?user=u6wmNbQAAAAJ | https://awards.acm.org/award-recipients/zhang_NC44438
acm_fellows.csv,Arvind,2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to dataflow computing and verification.,Arvind,MIT,"[""Computer Architecture""]",,,https://awards.acm.org/award-recipients/arvind_3667433
acm_fellows.csv,"Atallah, Mikhail",2006,Mikhail J. Atallah,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Mikhail J. Atallah,Purdue University,https://www.cs.purdue.edu/people/mja,For contributions to parallel and distributed computation.,Mikhail Atallah,Distinguished Professor of Computer Science,"[""Information security"", ""algorithms""]",Mikhail J. Atallah,"affiliation: Purdue University, West Lafayette, USA",https://awards.acm.org/award-recipients/atallah_1978675 | https://scholar.google.com/citations?user=uc8_eH0AAAAJ
acm_fellows.csv,"Chen, Ming-Syan",2006,,,unresolved_candidates,No candidate with sufficient corroborating identity evidence in this pass.,Bing-Yu Chen 0004 | Deming Chen | Ing-Ray Chen | Jing Chen 0003 | Ling Chen 0001 | Ling Chen 0006 | Min Chen 0032 | Ming-Song Chen 0001 | Mingyu Chen 0001 | Qing Chen 0001 | Siming Chen 0001 | Ting Chen 0002 | Ting Chen 0006 | Ying-Ping Chen,,,For contributions to query processing and data mining.,Ming-Syan Chen,"National Taiwan University, Taiwan","[""data mining"", ""database"", ""multimedia""]",Ming-Syan Chen,"unicode name: 陳銘憲 affiliation: National Taiwan University, Department of Electrical Engineering, Taipei, Taiwan affiliation (PhD 1998): University of Michigan, Ann Arbor, MI, USA",https://awards.acm.org/award-recipients/chen_3402419
acm_fellows.csv,"Dumais, Susan T",2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For research contributions to information retrieval and human-computer interaction.,Susan Dumais,"Technical Fellow, Microsoft Research","[""Information Retrieval"", ""Human-Computer Interaction""]",Susan T. Dumais,affiliation: Microsoft Research award: ACM Athena Lecturer 2014,https://awards.acm.org/award-recipients/dumais_2360550
acm_fellows.csv,"Fayyad, Usama M",2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to machine learning, data mining and knowledge discovery.",,,,Usama M. Fayyad,,https://awards.acm.org/award-recipients/fayyad_5186069
acm_fellows.csv,"Forbus, Kenneth",2006,Kenneth D. Forbus,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Kenneth D. Forbus,Northwestern University,http://www.cs.northwestern.edu/~forbus,For contributions to artificial intelligence and cognitive science.,Kenneth D. Forbus,"Professor of Computer Science, Northwestern University","[""Artificial Intelligence""]",Kenneth D. Forbus,"affiliation: Northwestern University, Illinois, USA",https://awards.acm.org/award-recipients/forbus_2642585 | https://scholar.google.com/citations?user=IdRYT-8AAAAJ
acm_fellows.csv,"Giles, Lee",2006,C. Lee Giles,2026-09-18,scholar_id_and_identity_context,"Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity. Among multiple source spellings, use the reviewed DBLP or Scholar spelling (preserving any source campus tag); Ellen Zegura uses the initial form shared by an identical source profile.",C. Lee Giles | Clyde Lee Giles,Pennsylvania State University,https://clgiles.ist.psu.edu,For contributions to information processing and web analysis.,C Lee Giles,Pennsylvania State University,"[""Information extraction"", ""search engines"", ""information retrieval"", ""deep learning"", ""digital libraries""]",C. Lee Giles,"affiliation: Penn State, University Park, USA",https://awards.acm.org/award-recipients/giles_5219597 | https://scholar.google.com/citations?user=sAkg9T8AAAAJ
acm_fellows.csv,"Greenberg, Albert G",2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to Internet measurement and engineering.,,,,Albert G. Greenberg,affiliation: Microsoft award (2015): SIGCOMM Award,https://awards.acm.org/award-recipients/greenberg_3415148
acm_fellows.csv,"Guttag, John",2006,John V. Guttag,2026-09-18,reviewed_name_and_institution,Exact reviewed DBLP author name (including disambiguation number) plus matching current or historical institutional context in the retained Scholar/DBLP evidence.,John V. Guttag,Massachusetts Inst. of Technology,http://nms.csail.mit.edu/~guttag,For contributions to algebraic specifications and abstract data types.,John Guttag,Unknown affiliation,[],John V. Guttag,"affiliation: MIT, Cambridge, USA",https://awards.acm.org/award-recipients/guttag_4811303 | https://dblp.org/pid/g/JohnVGuttag | https://scholar.google.com/citations?user=TvyZkdwAAAAJ
acm_fellows.csv,"Halevy, Alon Yitzchak",2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to data integration and knowledge representation.,Alon Halevy,Google,"[""Database systems"", ""Web data management"", ""Artificial Intelligence""]",Alon Y. Halevy,"affiliation: Facebook, Menlo Park, CA, USA affiliation (former): Recruit Institute of Technology, Mountain View, CA, USA affiliation (former): Google Research, Mountain View, CA, USA affiliation (former, PhD 1993): Stanford University, Department of Computer Science, CA, USA award (2000): Presidential Early Career Award for Scientists and Engineers",https://awards.acm.org/award-recipients/halevy_5041603
acm_fellows.csv,"Hearn, Anthony C",2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to computer algebra and symbolic computation.,,,,Anthony C. Hearn,,https://awards.acm.org/award-recipients/hearn_1069624
acm_fellows.csv,"Jouppi, Norman",2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to the design and analysis of high-performance processors and memory systems.,Norman P. Jouppi,Google,"[""Computer architecture""]",Norman P. Jouppi,"affiliation: Google, Mountain View, CA, USA award (2015): Eckert-Mauchly Award",https://awards.acm.org/award-recipients/jouppi_2003499
acm_fellows.csv,"Laird, John E.",2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to the development and application of cognitive architectures.,John Laird,"Emeritus Professor of Computer Science and Engineering, University of Michigan","[""Artificial Intelligence""]",John E. Laird,"affiliation: University of Michigan, Ann Arbor, USA",https://awards.acm.org/award-recipients/laird_1610138
acm_fellows.csv,"Larus, James",2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to programming languages, compilers, and computer architecture.",James R Larus,"Professor Emeritus, EPFL","[""Programming Languages"", ""Compilers"", ""Software Engineering"", ""Computer Architecture"", ""Computer Systems""]",James R. Larus,"affiliation: École Polytechnique Fédérale de Lausanne, Switzerland affiliation (former): Microsoft Research",https://awards.acm.org/award-recipients/larus_1713445
acm_fellows.csv,"Li, Ming",2006,Ming Li 0001,2026-09-18,reviewed_name_and_institution,Exact reviewed DBLP author name (including disambiguation number) plus matching current or historical institutional context in the retained Scholar/DBLP evidence.,Ming Li 0001 | Ming Li 0005 | Ming Li 0006 | Bing Li 0010 | Ding Li 0001 | Jing Li 0002 | Jing Li 0025 | Jing Li 0034 | Jing Li 0049 | Jing Li 0055 | Jing Li 0073 | Ling Li 0001 | Meng Li 0004 | Min Li 0007 | Minglu Li 0001 | Miqing Li | Ning Li 0002 | Qing Li 0001 | Qing'an Li | Wing Ning Li | Ximing Li 0002 | Yiming Li | Ying Li 0004,University of Waterloo,https://cs.uwaterloo.ca/~mli,For contributions to computational complexity and its applications.,Ming Li,"University Professor, University of Waterloo","[""Bioinformatics"", ""machine learning"", ""Kolmogorov complexity"", ""few shot learning"", ""information distance""]",Ming Li 0001,"affiliation: University of Waterloo, ON, Canada affiliation (former): Cornell University, Ithaca, NY, USA affiliation (former): York University, Toronto, Canada affiliation (former): Harvard University, Cambridge, MA, USA",https://awards.acm.org/award-recipients/li_6717615 | https://dblp.org/pid/l/MingLi1 | https://scholar.google.com/citations?user=j1xcTB4AAAAJ
acm_fellows.csv,"McKeown, Nick",2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to network switching and queueing.,Nick McKeown,Stanford University,"[""computer networks"", ""computer systems"", ""ML systems"", ""ML interconnects"", ""AI for Law""]",Nick McKeown,"affiliation: Stanford University, USA award (2012): SIGCOMM Award",https://awards.acm.org/award-recipients/mckeown_4304689
acm_fellows.csv,"Moore, J Strother",2006,,,unresolved_candidates,No candidate with sufficient corroborating identity evidence in this pass.,James H. Moore,,,For contributions to mechanized theorem proving.,jstrother moore,"Computer Science Dept, University of Texas at Austin","[""Formal Methods"", ""Theorem Proving"", ""Artificial Intelligence""]",J Strother Moore,"affiliation: University of Texas at Austin, USA award (2005): ACM Software System Award award (1999): Herbrand Award",https://awards.acm.org/award-recipients/moore_4797627
acm_fellows.csv,"Newell, Alan",2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to computer-based systems for people with disabilities.,,,,,,https://awards.acm.org/award-recipients/newell_CL65900
acm_fellows.csv,"Norvig, Peter",2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to artificial intelligence and information retrieval.,,,,Peter Norvig,affiliation: Google Research,https://awards.acm.org/award-recipients/norvig_4663209
acm_fellows.csv,"O'Leary, Dianne Prost",2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For mentoring activities and contributions to numerical algorithms.,Dianne P O'Leary,"Professor of Computer Science, University of Maryland","[""computational linear algebra and optimization"", ""scientific computing""]",Dianne P. O'Leary,"affiliation: University of Maryland, College Park, USA",https://awards.acm.org/award-recipients/oleary_1275429
acm_fellows.csv,"Olsen, Dan R",2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to user interface technology.,,,,Dan R. Olsen,"affiliation: Brigham Young University, Provo, Utah, USA",https://awards.acm.org/award-recipients/olsen_2000610
acm_fellows.csv,"Olukotun, Oyekunle",2006,Kunle Olukotun,2026-09-18,scholar_id_and_identity_context,"Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity. Among multiple source spellings, use the reviewed DBLP or Scholar spelling (preserving any source campus tag); Ellen Zegura uses the initial form shared by an identical source profile.",Kunle Olukotun | Oyekunle A. Olukotun,Stanford University,http://arsenalfc.stanford.edu/kunle,For contributions to multiprocessors on a chip and multi threaded processor design.,Kunle Olukotun,"Cadence Design Systems Professor of Computer Science, Stanford University","[""computer architecture"", ""parallel computing"", ""programming languages""]",Kunle Olukotun,"affiliation: Stanford University, USA award (2018): Harry H. Goode Memorial Award",https://awards.acm.org/award-recipients/olukotun_3961927 | https://scholar.google.com/citations?user=IzXDyR8AAAAJ
acm_fellows.csv,"Scott, Michael",2006,Michael L. Scott,2026-09-18,scholar_id_and_identity_context,"Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity. Among multiple source spellings, use the reviewed DBLP or Scholar spelling (preserving any source campus tag); Ellen Zegura uses the initial form shared by an identical source profile.",Michael L. Scott | Michael Lee Scott,University of Rochester,https://www.cs.rochester.edu/~scott,For contributions to system software for parallel and distributed computing.,Michael L. Scott,"Arthur Gould Yates Professor Emeritus, Computer Science, Univ. of Rochester","[""Concurrency and Synchronization"", ""Parallel Computing"", ""Operating Systems"", ""Programming Languages""]",,,https://awards.acm.org/award-recipients/scott_2109486 | https://scholar.google.com/citations?user=PzaBy-UAAAAJ
acm_fellows.csv,"Shum, Heung-Yeung",2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to computer vision and computer graphics.,Heung-Yeung Shum,Microsoft,"[""Computer Vision"", ""Computer Graphics""]",Harry Shum,affiliation: Microsoft Research,https://awards.acm.org/award-recipients/shum_4767844
acm_fellows.csv,"Spector, Alfred Z",2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For leadership and contributions to scalable distributed systems.,,,,Alfred Z. Spector,affiliation: Two Sigma Investments affiliation (former): Google Research award (2016): ACM Software System Award,https://awards.acm.org/award-recipients/spector_CR79707
acm_fellows.csv,"Winslett, Marianne",2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to information management and security.,Marianne Winslett,"Department of Computer Science, University of Illinois at Urbana-Champaign",[],Marianne Winslett,"affiliation: University of Illinois, Department of Computer Science, Urbana, IL, USA affiliation (PhD 1986): Stanford University, CA, USA",https://awards.acm.org/award-recipients/winslett_2577922
acm_fellows.csv,"York, Bryant W",2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For leadership in broadening participation in computing.,,,,Bryant W. York,"affiliation: Portland State University, USA",https://awards.acm.org/award-recipients/york_1471234
acm_fellows.csv,"Zdonik, Stanley",2006,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to data management and database systems.,Stanley Zdonik,Brown University,[],Stanley B. Zdonik,"affiliation: Brown University, Providence, USA",https://awards.acm.org/award-recipients/zdonik_1195676
acm_fellows.csv,"Anderson, Thomas",2005,Thomas E. Anderson,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Thomas E. Anderson,University of Washington,http://www.cs.washington.edu/people/faculty/tom,For contributions in distributed systems and computer networks.,Thomas Anderson,"Warren Francis and Wilma Kolm Bradley Chair, CSE, University of Washington","[""Distributed Systems"", ""Networking"", ""Operating Systems""]",Thomas E. Anderson,"affiliation: University of Washington, Seattle, Washington, USA",https://awards.acm.org/award-recipients/anderson_3425501 | https://scholar.google.com/citations?user=MYqlcPgAAAAJ
acm_fellows.csv,"Bjorner, Dines",2005,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to formal methods and for international leadership.,Dines Bjorner,"Professor Emeritus, DTU Informatics, Denmark","[""Programming Methodology"", ""Formal Methods""]",Dines Bjørner,affiliation: Technical University of Denmark,https://awards.acm.org/award-recipients/bjorner_1110022
acm_fellows.csv,"Bourne, Stephen",2005,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to the development of UNIX and for effective leadership of ACM.,,,,Stephen R. Bourne,"President of the ACM, 2000 to 2002",https://awards.acm.org/award-recipients/bourne_4808457
acm_fellows.csv,"Brooks, Rodney A",2005,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to artificial intelligence and robotics.,,,,Rodney A. Brooks,"affiliation: MIT Computer Science and Artificial Intelligence Laboratory, Cambridge, USA",https://awards.acm.org/award-recipients/brooks_2810307
